timestamp,caller,callee,duration
1012659,465,569,3
1012687,52,692,40
1012692,569,465,91
1012712,263,457,72
1012742,221,344,70
1012832,52,295,46
1012848,420,495,859
1012857,36,37,2
1012861,176,797,40
1012909,221,381,-1
1012921,324,395,68
1012963,221,266,4
1012992,221,15,88
1013330,657,489,53
1013517,52,653,54
1013525,263,109,67
1013636,266,221,-1
1013642,52,541,57
1013758,266,221,58
1013969,39,622,4
1014032,263,550,72
1014072,221,381,-1
1014075,786,128,-1
1014144,263,190,53
1014183,128,786,150
1014196,221,100,40
1014275,221,743,60
1014360,221,381,-1
1014729,221,381,-1
1014758,221,4,70
1014834,263,372,2
1014858,221,373,60
1014876,263,372,69
1015091,52,513,55
1015148,221,381,-1
1015833,262,92,101
1015951,551,95,46
1016103,639,474,-1
1016113,262,397,55
1016138,561,258,91
1016186,272,166,26
1016194,262,754,68
1016204,221,381,-1
1016298,262,95,52
1016318,262,273,58
1016611,221,381,-1
1016675,622,39,10
1016859,49,48,68
1016926,221,58,92
1017049,262,551,50
1017393,551,95,60
1017421,144,560,210
1017448,381,221,246
1017642,39,622,75
1017878,272,166,13
1018030,289,578,15
1018087,381,221,129
1018105,289,578,68
1018298,221,598,32
1019098,128,208,49
1019374,449,47,34
1019467,561,258,2
1019512,561,258,91
1019791,46,47,21
1019911,561,258,4
1020139,147,492,54
1020147,19,595,188
1020218,289,578,65
1020275,301,37,53
1020294,519,663,43
1020379,37,36,374
1020413,492,13,-1
1020486,492,13,0
1020510,297,374,53
1020549,492,606,268
1020654,424,266,7
1021043,480,556,4
1021083,88,378,0
1021137,378,88,23
1021246,615,507,0
1021258,507,615,3
1021277,507,615,3
1021296,615,507,114
1021672,507,615,70
1021814,556,480,191
1021853,69,186,25
1022110,378,88,21
1022173,88,627,0
1022173,122,175,0
1022196,122,175,4
1022843,561,258,-1
1023293,561,258,-1
1023405,551,95,24
1024874,634,681,96
1024951,6,406,107
1025598,424,266,60
1025781,122,175,-1
1026091,243,217,0
1026097,243,217,0
1026108,243,217,0
1026114,243,217,0
1026127,243,217,2
1029749,424,785,3
1029847,424,785,92
1029960,37,301,62
1030908,109,457,19
1030924,785,424,-1
1030991,785,424,59
1031127,98,495,168
1031138,785,424,24
1031306,495,420,134
1031431,645,235,-1
1032727,235,645,93
1033414,109,457,10
1033472,109,457,35
1033655,109,457,4
1033697,109,457,0
1033812,645,235,-1
1034034,235,645,3
1034493,109,457,4
1034544,109,96,123
1034731,109,96,123
1034737,109,457,19
1034784,109,457,6
1034933,109,457,40
1035476,37,301,0
1036070,109,457,7
1036169,109,457,5
1036360,109,457,0
1036439,109,457,0
1037466,736,560,-1
1038266,560,736,0
1039393,736,560,39
1040419,297,374,28
1043213,36,37,0
1044962,36,401,3
1045006,36,401,250
1056866,37,36,-1
1056908,37,36,6
1064019,364,102,7
1064082,364,102,6
1064431,95,551,7
1064529,364,102,23
1064595,364,102,23
1065332,246,188,0
1065493,23,51,36
1065619,173,631,83
1066822,282,455,2
1069009,297,374,4
1069068,374,297,40
1070080,331,257,3
1070122,257,331,33
1070678,235,786,45
1071546,335,278,1
1071833,278,335,3
1071975,21,20,0
1072008,21,20,0
1072047,335,278,15
1072056,21,20,0
1072147,21,20,0
1072184,374,297,17
1073014,144,560,0
1073233,545,830,34
1073561,481,93,-1
1073571,560,144,1
1073817,638,554,-1
1074293,666,354,2
1074395,666,354,-1
1074545,560,207,0
1074883,467,207,0
1076677,578,289,2
1077027,339,379,-1
1077079,339,379,27
1077104,339,584,5
1077188,379,339,23
1079172,133,744,36
1079335,774,586,41
1079580,507,615,51
1079786,507,615,31
1079876,578,289,-1
1079919,449,47,39
1080295,360,220,-1
1080305,91,90,23
1080327,507,615,3
1080414,176,578,125
1080471,91,90,5
1080478,91,90,0
1080542,507,615,11
1080647,676,567,0
1080925,543,269,-1
1080965,269,543,48
1081100,115,13,-1
1081256,47,449,33
1081263,390,683,92
1081310,47,449,18
1081430,47,46,38
1081512,304,57,2
1081549,304,494,0
1081750,326,311,-1
1081809,676,567,0
1081987,419,557,0
1082027,419,557,0
1082069,419,557,0
1082237,676,567,65
1082314,47,46,18
1082364,339,582,4
1082413,582,339,16
1082694,531,250,48
1082730,308,109,81
1082805,687,265,68
1082907,308,109,81
1083011,263,221,1
1083159,670,344,85
1083508,578,97,0
1083543,578,97,2
1084517,492,606,-1
1085596,569,465,41
1085777,308,109,91
1085955,308,109,91
1086607,47,449,4
1086631,47,449,3
1086639,144,560,173
1087051,203,192,41
1087062,4,221,1
1087503,783,328,-1
1088108,4,221,-1
1088113,4,221,12
1088181,221,4,5
1088211,4,221,0
1088400,681,111,-1
1088469,531,595,2
1088480,681,373,159
1088645,225,436,0
1088913,494,57,34
1088942,81,263,-1
1088987,492,606,29
1089008,266,424,2
1089221,424,266,112
1089626,681,373,34
1089687,6,27,0
1090785,225,197,4
1091168,197,225,149
1091366,744,133,-1
1091460,424,785,2
1091513,301,186,-1
1091541,744,133,111
1091570,186,301,59
1091639,243,648,44
1091743,681,373,16
1091769,301,69,-1
1091770,606,492,25
1091899,301,186,40
1091934,424,785,2
1091960,424,785,0
1091978,561,631,135
1091979,301,69,66
1092151,478,510,-1
1092505,510,478,8
1092529,492,606,36
1092605,478,510,27
1092668,109,96,19
1092723,131,485,0
1092751,485,131,0
1092754,131,485,61
1092856,109,96,18
1092895,46,47,0
1092899,46,47,0
1092955,492,606,25
1093312,521,358,-1
1093633,622,39,-1
1093785,243,648,99
1093828,591,417,0
1093833,591,417,0
1094013,39,622,4
1094123,622,39,291
1094443,243,657,72
1094635,278,335,38
1094641,243,657,5
1094697,657,243,73
1095030,301,37,3
1095187,301,69,81
1095240,3,357,4
1095620,14,421,33
1095715,351,798,29
1095794,785,424,309
1095922,259,418,2
1095942,301,37,2
1095948,259,418,0
1096037,301,69,35
1096279,37,301,80
1096287,457,109,14
1096530,697,202,73
1096667,559,453,60
1096675,559,453,65
1097235,335,278,37
1097294,108,136,184
1097321,631,561,2
1097847,561,631,41
1098228,268,267,37
1098553,135,605,-1
1098671,108,136,141
1099035,441,283,0
1099057,311,326,54
1099077,311,326,0
1099114,283,441,-1
1099154,678,470,0
1099184,678,470,0
1099277,561,631,-1
1099322,678,470,2
1099440,358,521,1
1099678,561,631,26
1099748,678,470,2
1100100,678,470,16
1100107,521,358,0
1100247,567,676,44
1100301,95,172,0
1100441,74,49,2
1100496,567,676,32
1100562,567,386,-1
1100587,386,567,0
1100594,567,92,48
1100642,405,688,0
1100765,49,74,12
1101058,449,46,2
1101144,534,360,120
1101219,288,49,2
1101318,288,49,-1
1101322,288,49,41
1101380,567,92,-1
1101412,567,386,43
1101419,288,49,41
1101527,108,136,2
1101583,605,135,2
1101588,108,136,3
1101618,108,136,2
1101662,108,798,0
1101676,288,49,2
1101703,288,49,0
1101743,798,108,87
1101773,288,49,0
1101778,676,92,2
1101786,351,519,0
1101800,351,28,-1
1101802,288,49,-1
1101828,136,108,0
1101843,108,136,39
1101870,167,423,-1
1102420,666,354,3
1102502,666,354,-1
1102591,423,167,2
1102622,423,167,11
1102650,423,167,-1
1102683,423,167,11
1102826,90,358,0
1103264,358,521,3
1103345,639,474,-1
1103477,589,291,19
1103623,354,666,62
1103694,354,666,62
1103862,474,639,4
1103907,639,474,14
1104519,358,90,812
1105115,774,586,107
1105472,682,405,6
1105515,682,405,5
1105524,351,28,31
1105808,567,676,43
1106019,405,682,27
1106094,88,378,0
1106154,88,572,3
1106216,254,564,2
1106276,572,88,130
1106356,676,567,4
1106474,364,500,0
1106497,364,687,25
1106726,237,299,57
1107215,541,351,50
1107575,541,351,40
1108743,701,174,0
1109484,351,798,210
1109611,586,774,0
1110206,289,578,20
1110257,521,268,250
1110697,736,207,38
1110797,174,701,20
1111010,736,207,8
1111338,774,586,44
1111834,88,505,2
1112041,357,49,6
1112450,617,279,29
1112526,351,677,7
1112843,351,677,101
1113537,48,49,3
1113788,3,49,2
1113901,461,143,42
1114005,48,3,5
1114078,48,49,3
1114379,3,48,34
1114792,136,137,52
1116165,588,76,41
1116246,709,33,47
1116361,33,242,2
1116496,242,33,62
1116783,62,364,67
1117001,578,289,10
1117035,25,766,0
1117072,279,617,2317
1117143,25,766,5
1117205,25,766,116
1117725,354,666,16
1117798,354,666,15
1117884,176,141,6
1118096,395,291,0
1118148,291,395,-1
1118896,709,33,100
1118937,401,288,0
1119007,401,288,7
1119123,176,578,50
1119593,96,470,18
1119605,92,567,10
1120738,146,611,4
1121519,560,359,7
1121638,560,736,1
1121675,560,207,0
1122206,405,152,2
1122216,405,688,39
1122957,207,736,2
1122966,280,472,30
1123139,37,36,-1
1123176,37,36,-1
1123217,37,36,2
1124455,688,178,0
1124463,688,405,21
1124884,13,699,3
1124978,13,699,-1
1125989,564,254,-1
1126069,254,564,0
1126723,482,444,189
1126879,482,444,190
1127595,101,291,0
1128154,36,37,142
1129021,331,257,49
1130917,491,422,0
1130929,491,422,31
1131529,491,422,4
1131682,422,491,63
1133109,631,561,10
1135899,39,622,819
1136674,698,499,4
1138084,491,422,46
1138559,331,257,3
1139544,331,257,0
1140996,499,698,65
1141003,499,698,-1
1141088,499,698,398
1141955,136,137,0
1142661,512,0,3
1150718,20,21,-1
1150832,21,20,7
1154126,575,59,-1
1154155,575,59,-1
1154184,575,59,-1
1154211,575,59,-1
1154238,575,59,-1
1154282,575,59,-1
1154313,575,59,-1
1154339,575,59,-1
1154368,575,59,-1
1154395,575,59,-1
1154717,575,59,-1
1154746,575,59,-1
1155112,678,470,3
1155839,611,146,0
1156261,575,59,27
1157654,67,785,0
1158222,149,359,-1
1158245,359,149,11
1159619,424,266,3
1159997,424,4,2
1161058,785,67,25
1164938,274,510,-1
1165634,711,200,100
1166281,6,406,0
1166524,639,474,-1
1166624,4,424,-1
1166838,640,172,0
1167178,474,639,349
1167653,190,372,214
1168098,600,374,0
1168104,600,374,0
1168860,289,578,2
1168888,289,578,3
1169148,578,289,59
1169606,802,5,-1
1169937,6,406,3
1169994,802,5,95
1172062,146,145,-1
1173702,4,344,0
1173731,4,344,0
1173859,146,145,2
1174071,701,413,8
1174149,90,358,-1
1174171,358,90,0
1174243,90,358,1106
1176222,289,578,18
1176309,289,578,41
1176666,289,578,74
1176858,289,578,54
1177413,4,344,-1
1177429,4,344,11
1178454,703,474,108
1178698,143,310,4
1178813,143,310,3
1179457,561,631,131
1180920,622,39,58
1181836,6,406,3
1182596,39,622,81
1182621,466,173,2
1182633,37,36,175
1182843,37,36,175
1182954,173,466,88
1187794,499,63,30
1187798,202,697,49
1188011,39,622,42
1188358,616,6,20
1189639,6,27,2
1190404,521,268,80
1190508,242,33,0
1190532,242,33,2
1191696,274,510,16
1193495,33,242,65
1193901,37,301,2
1194600,805,499,36
1196281,559,204,0
1196356,598,694,30
1196412,559,204,48
1198186,69,37,37
1201047,445,624,73
1203538,445,624,54
1207739,21,20,1
1208133,21,20,1
1208453,21,20,3
1208523,21,20,1
1210176,274,440,39
1211276,289,578,1
1211414,578,289,1
1211429,578,289,4
1211716,578,289,34
1211858,260,459,13
1211970,300,301,0
1211976,300,301,0
1214909,274,440,4
1214986,440,274,41
1224453,3,357,0
1236231,93,481,2
1238841,661,683,0
1238850,661,683,31
1238891,661,683,119
1243514,802,5,31
1247391,578,176,107
1249498,617,279,46
1250513,557,419,-1
1250570,146,145,-1
1250574,557,8,0
1250576,557,8,0
1250824,146,145,-1
1251385,146,145,-1
1251429,20,21,18
1251537,20,21,8
1253020,4,424,0
1253361,278,335,18
1253687,21,20,0
1253789,21,20,9
1253822,20,21,28
1255113,419,557,3
1255143,145,146,887
1255179,419,557,0
1255502,419,557,2
1255572,419,557,-1
1255891,557,419,-1
1255997,278,335,17
1256097,419,557,192
1256164,419,557,192
1256329,267,269,166
1257316,221,4,24
1258641,774,586,11
1258782,221,4,28
1262666,578,289,75
1263353,331,257,3
1263363,331,257,3
1263788,289,578,40
1264013,47,449,7
1264064,47,449,3
1264600,331,257,3
1266977,405,682,32
1267033,682,405,37
1267172,682,405,10
1269718,137,454,-1
1269860,137,454,-1
1270322,91,90,80
1270369,137,454,-1
1270608,359,560,61
1270800,424,266,0
1270980,137,454,-1
1271179,137,454,-1
1271315,454,137,486
1271893,424,785,53
1272031,424,4,2
1272275,701,174,0
1272534,21,20,2
1272901,20,21,22
1273488,4,424,-1
1274055,331,257,3
1275756,677,351,270
1275758,677,351,-1
1276089,424,4,119
1276381,351,677,8
1281836,165,166,15
1282160,91,64,3
1282733,785,424,-1
1282763,436,522,-1
1284288,359,560,0
1284672,322,113,0
1285773,694,598,0
1286037,522,436,2784
1286341,424,785,2
1286542,785,424,117
1289286,436,522,19
1289328,522,436,0
1289463,436,522,136
1290167,436,522,55
1290190,459,260,6
1290242,522,159,371
1290622,522,436,0
1290702,436,522,103
1290817,522,436,1515
1290857,289,578,1
1322391,258,561,-1
1324806,267,403,3
1325083,403,267,40
1325773,258,561,4
1328111,139,672,38
1328857,183,685,2
1328942,258,561,-1
1331525,388,481,9
1332322,258,561,5
1333871,623,651,4
1334536,227,174,99
1335078,651,623,215
1336192,225,574,0
1337264,4,507,2
1337852,623,651,449
1337989,479,492,-1
1338238,300,301,0
1338252,300,301,0
1338270,300,301,52
1338441,492,479,4
1338506,492,479,2
1338782,289,578,122
1338927,578,97,2
1339069,225,574,0
1340006,386,567,0
1340099,643,386,110
1340783,90,91,-1
1340818,91,90,38
1340955,278,335,0
1341032,419,557,111
1341069,448,185,71
1341104,419,557,111
1341146,628,116,37
1341148,335,278,46
1342949,584,582,2
1342994,584,582,22
1343454,289,752,43
1345842,289,578,0
1346858,405,688,36
1347945,47,46,250
1349876,289,578,0
1350111,278,335,13
1352443,448,149,0
1352992,289,578,0
1353058,448,149,38
1353166,578,289,83
1353784,405,152,2
1353911,278,335,31
1354179,289,752,3
1354387,301,69,15
1355330,152,405,49
1356124,424,785,2
1356186,785,424,81
1357209,424,266,-1
1357520,144,560,56
1358032,785,67,14
1358435,424,4,0
1359347,364,102,37
1359417,364,102,37
1359546,521,268,69
1359587,149,448,25
1359887,4,424,19
1359915,650,136,166
1360134,448,149,53
1360179,561,631,218
1362497,424,4,119
1362672,48,49,1
1363632,49,48,3
1364904,782,465,0
1366267,465,782,41
1367846,47,46,29
1367863,491,208,3
1369468,651,623,-1
1371106,225,574,0
1371308,682,405,10
1373244,13,583,1
1373339,13,583,-1
1373535,39,622,459
1376148,37,69,39
1380187,149,448,-1
1380301,149,448,-1
1380370,448,149,45
1388157,786,235,99
1388283,786,235,196
1414867,272,166,2
1415114,639,474,11
1415536,682,330,0
1415542,682,330,0
1415581,682,330,17
1422255,666,354,54
1422323,666,354,54
1424099,703,845,67
1424673,289,578,3
1425320,354,666,23
1425580,90,91,5
1425704,91,90,1
1425710,420,495,-1
1425749,495,420,4
1425828,289,578,29
1426005,90,91,184
1426006,628,468,-1
1426039,628,116,43
1426421,436,225,4
1426479,289,578,13
1426540,69,133,18
1426566,85,106,9
1426572,341,504,0
1426574,341,504,0
1426576,341,504,0
1426636,85,106,5
1427041,85,106,11
1427422,85,106,38
1427797,474,639,34
1427965,85,106,3
1428331,682,405,0
1428385,405,682,2
1428439,405,682,1
1428476,682,405,20
1428677,405,682,2
1428704,405,682,2
1428830,405,682,2
1429033,495,420,89
1429155,85,106,0
1429231,85,106,6
1429493,595,19,75
1430218,85,106,7
1431288,85,106,1
1434395,465,569,34
1434795,595,19,30
1436383,623,651,0
1436560,165,781,0
1437087,165,781,0
1439582,289,578,2
1439666,688,158,0
1439711,688,158,0
1440018,665,572,489
1440375,651,623,-1
1440431,688,158,0
1440487,688,178,0
1440545,178,688,-1
1440651,688,178,21
1442837,379,339,15
1443021,682,405,59
1443453,560,359,0
1444136,360,220,87
1444722,144,560,26
1444767,681,634,7
1444935,49,48,2
1444937,37,69,0
1444976,37,69,0
1445176,490,797,2
1445279,300,301,0
1445480,300,301,23
1445499,474,90,4
1445512,688,405,12
1445602,799,549,18
1445838,207,736,33
1445868,688,405,3
1446798,48,49,-1
1446921,48,49,-1
1447508,557,419,-1
1447737,634,681,24
1448335,13,583,2
1448425,13,583,-1
1448614,583,13,481
1448651,106,672,0
1448693,583,13,482
1448751,342,720,0
1448876,37,301,0
1448877,66,502,20
1448926,634,681,2
1448977,681,634,10
1448992,37,301,143
1449151,37,69,143
1449538,495,420,781
1449932,268,521,2
1453846,48,49,-1
1453962,85,446,9
1454768,380,704,776
1455262,358,90,0
1455270,23,51,2
1455304,200,711,2
1455320,23,51,3
1455334,200,711,2
1455427,23,51,2
1455483,51,23,19
1455516,49,48,184
1456125,19,47,5
1456189,19,47,118
1456261,211,736,9
1458621,48,49,126
1458826,186,52,6
1460597,300,301,59
1462895,85,106,347
1462908,144,560,0
1463283,560,144,9
1463326,560,144,267
1463329,560,144,-1
1463619,560,144,1
1464015,560,144,2
1464055,358,90,5
1464061,144,560,0
1464240,454,259,0
1465008,37,301,28
1465417,37,301,6
1465439,235,599,0
1465451,235,599,0
1465825,335,278,0
1467109,454,259,0
1470349,578,176,0
1470422,578,289,307
1471274,636,473,0
1471366,636,473,0
1471710,636,473,0
1472181,636,473,0
1472282,636,473,2
1472311,636,473,77
1472327,636,473,-1
1472356,636,473,77
1473477,687,540,303
1474810,37,301,0
1474829,37,348,0
1479624,52,472,0
1479737,472,52,7
1479759,472,52,38
1481443,449,47,2
1482557,299,237,2
1482794,299,237,5
1482854,47,449,17
1483010,47,449,11
1483718,37,36,0
1484478,299,144,4
1484512,144,299,4
1485905,250,531,0
1485912,250,531,0
1485917,250,531,0
1485941,250,531,7
1496350,48,49,2
1496947,49,48,2
1498270,250,531,9
1498287,250,531,3
1498766,250,531,66
1499194,388,195,1
1499285,388,195,69
1501503,364,102,-1
1501546,237,299,0
1501577,364,102,2
1503646,374,297,52
1506414,678,470,2
1506657,517,252,60
1506839,374,297,23
1506916,470,678,46
1508121,678,470,0
1508144,678,470,5
1508185,678,470,8
1508638,388,506,10
1508788,289,578,4
1508927,578,289,281
1509249,104,470,60
1509407,297,374,12
1509761,272,166,1
1511368,166,272,5
1511706,144,560,0
1511959,560,144,6
1512112,557,419,-1
1512134,419,557,30
1512161,557,419,2
1512170,405,682,11
1512182,572,665,22
1512205,419,557,30
1512324,144,560,87
1512357,158,94,0
1512397,178,682,-1
1512425,94,158,-1
1512429,178,682,3
1512500,94,158,31
1512612,846,374,27
1513693,186,69,0
1514226,158,688,101
1514242,243,714,4
1514260,152,405,45
1514308,634,681,64
1515046,301,69,2
1515234,207,736,4
1515702,48,49,103
1515828,405,152,2
1516127,289,578,3
1516132,69,268,-1
1516585,96,780,190
1518001,628,116,45
1518616,301,37,0
1518927,268,69,2
1519534,676,567,0
1519862,47,449,3
1519910,13,115,26
1519943,449,47,83
1521589,466,173,149
1521705,47,46,2
1521733,47,46,2
1521814,37,36,110
1522024,37,36,110
1522178,301,300,45
1523075,69,268,133
1524190,116,628,35
1524233,736,560,76
1525305,171,208,114
1525556,185,356,-1
1525658,36,37,0
1525675,36,37,0
1525685,36,37,17
1525911,36,37,17
1525984,157,772,0
1528161,405,682,2
1528283,49,3,63
1528671,289,578,0
1529381,567,676,60
1529810,356,185,25
1529943,578,176,2
1530044,578,176,1
1530047,331,257,37
1530070,578,289,184
1530270,578,176,3
1530413,171,208,19
1530640,176,578,2
1530697,176,578,1
1530951,444,39,176
1531624,137,136,12
1532292,595,19,137
1533818,639,474,-1
1534134,474,639,3
1534179,474,639,0
1534721,175,122,0
1534858,39,622,6
1534868,673,188,17
1534918,622,39,118
1535166,639,474,-1
1536114,632,274,44
1537483,474,639,173
1539991,225,574,0
1540484,102,364,2
1540787,331,707,23
1541406,627,180,50
1542169,424,670,4
1542271,153,612,5
1542286,153,612,5
1542800,144,560,23
1543094,144,560,0
1543247,300,301,13
1544247,634,681,0
1545374,670,424,98
1545475,19,595,2
1546034,670,424,52
1546043,595,19,173
1546328,221,75,76
1546388,221,75,76
1546549,23,485,-1
1547374,500,142,2
1551543,102,364,34
1551630,102,364,34
1556995,512,0,16
1579518,584,339,20
1586506,652,677,49
1587868,297,374,31
1589770,263,342,48
1589835,263,342,18
1591341,299,237,46
1591453,254,665,6
1591976,572,254,0
1592032,254,665,35
1592043,572,254,0
1592423,91,90,4
1593478,424,266,3
1594500,664,51,43
1594873,190,193,27
1595546,736,560,-1
1595699,560,736,10
1596013,190,372,32
1596336,301,300,21
1596504,485,48,16
1596547,485,682,2
1596580,485,405,0
1597616,683,390,2
1598649,390,683,106
1598666,3,357,0
1598682,3,357,36
1598788,612,153,27
1599341,612,153,-1
1599704,153,612,0
1599763,612,153,45
1600245,601,340,1
1600785,116,628,19
1601294,628,116,-1
1601318,628,468,-1
1601360,322,321,178
1601362,628,116,19
1601617,206,428,-1
1601847,405,485,22
1601996,51,664,2
1602123,52,294,-1
1602356,37,301,25
1602452,37,69,2
1603564,356,185,7
1605251,324,68,0
1605536,363,252,0
1606350,144,560,0
1606714,144,560,0
1607069,6,27,2
1608120,144,560,0
1609347,0,208,174
1609843,180,627,0
1609955,371,300,73
1610646,600,499,3
1611467,27,6,-1
1611513,6,27,4
1611528,27,6,97
1611910,600,499,3
1612022,0,208,6
1612816,335,278,2
1613335,208,0,2
1614807,455,282,6
1615154,449,47,65
1615162,449,47,72
1615241,47,449,0
1615503,640,95,3
1615576,172,95,22
1615998,687,310,10
1616119,301,300,0
1616271,39,622,3
1616428,601,483,133
1616480,683,390,18
1616631,676,567,0
1616656,676,567,0
1616719,676,567,0
1616767,676,567,0
1616878,676,567,1
1617306,39,622,2
1617494,96,109,7
1617509,96,109,6
1617526,96,109,35
1617592,96,109,2
1618102,578,97,0
1618331,424,266,0
1618895,569,465,1
1618914,310,265,56
1619047,465,569,43
1619100,397,212,22
1619170,92,386,39
1619176,212,397,25
1619517,527,699,3
1619668,441,461,0
1619782,461,441,137
1619990,699,527,6
1620002,699,527,0
1620011,527,699,0
1620021,527,699,9
1620039,527,699,42
1620615,268,521,2
1620796,268,521,3
1621107,337,225,-1
1621263,622,39,64
1621340,39,622,2
1621356,622,39,236
1622789,69,186,14
1623707,289,578,75
1624924,16,572,0
1625449,561,631,-1
1626481,322,321,178
1626773,455,129,-1
1626835,129,455,3
1626985,455,129,0
1628886,580,283,0
1628925,580,441,31
1630375,540,687,-1
1630425,540,265,19
1631038,405,682,4
1631049,405,682,3
1631305,640,172,0
1631337,405,682,2
1632577,474,90,4
1632808,90,474,51
1633452,634,681,0
1634003,651,22,65
1634812,474,90,5
1634843,289,578,17
1636036,48,49,-1
1636611,586,180,0
1636781,48,49,-1
1646894,441,283,0
1647729,91,90,4
1651431,91,90,3
1666158,119,105,46
1666239,119,325,0
1666523,5,802,2
1667830,379,584,3
1667937,379,584,3
1668012,584,379,24
1670141,465,569,6
1670391,48,49,2
1670481,592,8,31
1670628,48,49,2
1671031,49,48,72
1671632,268,269,2
1672951,96,780,3
1674474,314,120,63
1674710,74,470,3
1674739,74,470,0
1674786,74,470,2
1674891,74,470,4
1674994,74,470,4
1675165,74,470,30
1675210,179,193,-1
1676755,268,521,19
1676806,268,69,0
1676815,682,405,32
1676864,266,4,44
1677906,682,405,57
1677986,720,342,16
1678253,144,560,0
1678269,560,144,-1
1679163,682,405,18
1679414,472,485,-1
1679441,193,179,0
1679453,325,427,0
1679522,90,91,43
1680031,179,193,36
1680677,472,537,19
1680751,537,472,23
1681048,37,36,73
1681071,561,631,0
1681261,37,36,74
1681774,622,39,69
1683587,640,95,2
1683623,172,95,79
1684449,394,542,41
1684547,527,699,-1
1684758,527,699,84
1684929,33,242,48
1685123,95,172,26
1685242,578,289,2
1685277,252,517,184
1685854,527,699,11
1686081,136,137,0
1686196,269,268,203
1686320,527,699,14
1686409,91,90,80
1686646,640,95,4
1686653,289,578,4
