timestamp,caller,callee,duration
1686686,395,589,6
1686693,172,95,4
1686716,137,136,13
1686732,774,586,-1
1686874,289,578,66
1687037,178,271,51
1687344,394,542,35
1687411,711,348,30
1687654,136,137,0
1687703,137,136,50
1687848,137,136,15
1688287,144,4,17
1688335,683,363,0
1689247,677,700,-1
1689923,51,664,126
1690209,492,147,0
1690345,561,631,205
1690369,147,492,111
1691011,13,219,0
1691834,15,672,0
1692308,21,20,0
1692341,21,20,0
1692381,21,20,0
1692470,21,20,0
1692498,21,20,0
1692591,21,20,7
1692606,15,672,14
1692918,492,147,0
1693150,104,288,62
1693175,672,15,-1
1693198,15,672,0
1693221,672,15,55
1693241,104,288,62
1693329,688,405,0
1693586,405,688,2
1693651,688,405,26
1693765,147,492,103
1693823,444,402,-1
1693895,444,402,3
1694082,39,622,86
1694105,47,46,133
1694325,802,5,-1
1694896,104,288,-1
1694986,104,288,5
1695113,104,288,5
1695481,402,444,18
1695564,402,444,18
1696040,49,48,1
1696094,372,342,56
1696229,49,48,1
1696664,48,49,77
1696700,21,20,68
1697383,96,470,33
1698686,672,85,239
1698691,331,257,51
1699561,504,341,38
1699591,561,631,54
1700179,47,449,15
1700919,394,542,0
1700993,394,542,2
1701025,542,394,31
1701028,578,641,0
1701186,578,641,0
1701645,521,268,27
1701819,47,46,50
1702542,405,688,45
1702554,504,341,52
1702640,225,337,2
1702875,641,578,68
1703047,337,225,93
1703213,683,390,2
1703218,595,19,209
1703233,578,289,211
1703305,561,631,-1
1703462,335,278,2
1703573,335,278,2
1703611,341,504,24
1703634,449,47,49
1703872,47,449,0
1704227,278,335,28
1704272,278,335,16
1704635,335,278,11
1704757,561,631,32
1704834,390,683,0
1704962,683,390,120
1705088,578,289,0
1705101,578,641,1
1705132,641,578,25
1705168,578,289,61
1705179,268,521,37
1705247,237,299,95
1705564,158,688,143
1705711,482,444,957
1705861,289,578,2
1705863,482,444,957
1705953,289,578,1
1706038,578,289,54
1706646,46,47,26
1707278,327,105,0
1707481,327,105,0
1707875,578,176,0
1707886,155,350,3
1708212,327,105,0
1712027,256,65,70
1712069,6,27,0
1712103,27,6,-1
1712770,140,224,15
1712984,140,224,15
1714212,560,736,39
1714824,327,105,45
1714925,327,105,9
1715690,492,13,0
1715727,634,681,0
1715763,634,681,0
1716314,28,508,3
1716392,578,176,1
1717350,105,175,61
1717389,119,122,154
1718268,71,593,41
1718333,578,176,2
1719299,28,508,27
1719595,137,136,12
1719721,634,681,0
1719906,136,137,0
1720929,105,175,61
1721360,106,85,2
1721361,634,681,35
1721942,572,665,102
1722309,243,648,12
1722371,634,681,123
1722953,12,492,64
1724115,634,681,16
1724264,119,105,0
1724271,119,122,34
1724433,58,672,110
1724766,15,58,70
1724918,15,58,77
1725951,289,578,2
1726694,185,356,21
1730212,105,327,-1
1736399,119,105,4
1736464,105,119,14
1736839,111,373,60
1737429,631,561,3
1739779,97,333,30
1741077,111,373,30
1741653,578,289,42
1743086,97,333,59
1743917,578,289,15
1758150,268,521,0
1758478,15,672,0
1759680,468,116,35
1760862,405,688,0
1765950,405,688,0
1767955,780,470,-1
1769634,151,333,0
1769665,333,151,23
1771829,157,772,81
1773097,252,363,94
1773331,21,20,169
1773566,289,578,10
1774181,692,702,-1
1774295,692,702,2
1775209,598,694,4
1775429,702,692,0
1775470,640,95,13
1775556,702,692,-1
1775908,692,702,73
1776020,692,702,73
1776251,692,702,27
1776364,692,702,27
1777320,677,700,2
1777374,315,552,0
1777435,315,552,0
1778084,449,47,67
1779043,480,556,473
1779238,169,288,10
1779302,169,288,-1
1779613,288,169,-1
1779924,169,288,42
1779985,169,288,42
1780894,190,372,60
1781930,492,12,0
1781935,492,147,92
1782128,640,172,2
1782343,169,288,8
1782406,169,288,-1
1782471,372,342,55
1783489,225,197,38
1783574,299,237,128
1783939,147,492,38
1784120,47,449,35
1784473,147,492,58
1784937,492,147,23
1784979,147,492,9
1786078,356,210,0
1786097,356,185,1
1786113,356,185,71
1786117,356,185,1
1786132,356,185,72
1787367,736,560,-1
1787914,435,782,7
1788255,640,172,116
1788393,702,637,43
1789107,661,413,89
1789188,58,15,4
1789338,58,15,4
1789360,560,736,4
1789391,736,560,32
1790042,634,681,386
1790158,225,337,0
1790181,337,225,52
1791035,846,191,23
1791775,736,560,15
1791870,736,207,-1
1791927,449,47,3
1792919,652,677,106
1793042,677,652,14
1793562,678,470,434
1793721,413,661,25
1794151,830,140,67
1794402,140,830,2
1794538,140,830,2
1795988,449,47,18
1796271,449,47,94
1796305,147,492,25
1796557,12,25,29
1796958,351,28,-1
1796959,47,449,103
1797148,47,449,15
1797263,47,449,100
1797575,28,351,49
1798225,351,28,72
1798606,351,28,41
1798931,480,556,1320
1799286,449,47,49
1800480,289,578,0
1800484,289,578,0
1800935,250,531,3
1800983,250,548,5
1801030,250,548,4
1801071,250,531,4
1801098,250,548,0
1801222,190,288,-1
1801311,190,288,0
1801381,190,104,0
1801507,190,401,22
1801557,190,401,0
1801562,190,401,39
1802524,527,314,1
1802889,527,314,2
1802918,678,470,0
1802924,678,470,2
1802989,678,190,13
1803471,225,337,2
1803506,207,736,2
1804100,13,11,2
1804944,617,279,4
1805120,74,104,0
1805127,217,401,10
1805142,372,401,22
1805811,470,678,79
1808118,300,301,89
1809127,300,301,26
1809622,210,185,38
1810733,104,288,-1
1810819,104,288,7
1811335,37,301,1
1811361,37,301,1
1812071,503,524,12
1812078,503,524,-1
1812683,301,37,48
1813661,357,3,-1
1814055,12,13,-1
1815593,140,830,30
1816407,36,37,280
1816621,36,37,281
1819618,441,283,0
1819627,441,283,33
1824220,692,702,-1
1824291,133,744,102
1824332,692,702,4
1825096,351,28,17
1825579,351,28,19
1827909,485,166,71
1827995,485,3,210
1828628,560,736,0
1845789,785,67,-1
1846181,802,5,-1
1849036,524,503,5
1849077,524,503,0
1853420,785,67,145
1854201,736,560,42
1855893,678,470,2
1855924,543,403,12
1855985,572,505,0
1856028,572,505,0
1856269,678,470,0
1856281,678,470,2
1856298,470,678,291
1856373,572,505,0
1857842,424,266,3
1858066,424,266,4
1858151,424,266,385
1859024,47,449,35
1859078,47,46,43
1859141,47,46,0
1859199,47,449,0
1860628,638,554,209
1861447,220,360,35
1861502,360,352,0
1861533,360,352,0
1862079,3,357,32
1862093,7,791,0
1862099,465,569,0
1862149,683,390,2
1862242,678,190,0
1862276,743,300,213
1862390,68,471,2
1862493,446,106,0
1862549,106,446,3
1862620,446,106,-1
1862664,106,446,0
1862675,106,446,0
1862684,106,446,0
1862872,106,446,3
1863448,436,225,-1
1863467,225,436,42
1863601,225,436,42
1863615,736,560,9
1863784,3,49,2
1863855,3,49,21
1865200,106,446,5
1868160,707,331,15
1868362,736,207,21
1868946,207,736,3
1869164,207,736,2
1869470,207,736,2
1869683,736,207,35
1869823,640,95,2
1869866,95,640,3
1870084,301,300,0
1870107,95,640,3
1870123,301,300,0
1870477,424,266,3
1870646,424,266,2
1870692,424,670,3
1870695,266,424,2
1870752,424,266,101
1870812,289,578,2
1871229,444,402,2
1871404,402,444,33
1872359,736,207,56
1872696,560,359,1
1873624,91,90,3
1874050,67,785,2
1874096,785,67,678
1874463,79,117,-1
1874765,444,402,21
1874787,424,670,9
1874927,448,208,17
1875277,48,49,96
1876547,560,359,55
1877709,674,673,-1
1877826,47,449,3
1879723,578,289,94
1879759,260,459,0
1880362,459,260,318
1880483,47,449,38
1881612,136,654,41
1882347,359,560,0
1882372,359,560,0
1882394,207,560,24
1883387,560,207,43
1884760,736,560,28
1885447,36,37,623
1885675,36,37,623
1885846,225,337,68
1886047,145,146,1032
1886282,560,207,70
1887621,560,359,0
1887639,359,560,0
1887669,480,556,749
1888436,480,556,5
1888445,556,480,2
1888467,480,556,602
1889178,480,556,709
1892772,459,260,8
1893988,446,106,-1
1894017,106,446,328
1894252,634,681,0
1894292,634,681,0
1894482,634,681,0
1894513,634,681,0
1895311,225,337,0
1897063,300,301,43
1899350,485,3,0
1900004,357,3,0
1902484,578,289,582
1909134,622,39,96
1924941,622,39,23
1925597,39,622,77
1926429,601,340,86
1929945,152,405,16
1930081,220,352,2
1930118,152,405,2
1930134,152,405,5
1933838,666,354,1
1933908,354,666,14
1933921,666,354,-1
1933984,354,666,14
1934164,444,402,17
1935055,220,374,144
1935243,220,352,51
1935397,330,682,3
1937103,250,531,69
1937564,595,19,0
1938171,321,322,723
1938729,651,623,0
1939022,623,651,156
1942095,106,446,0
1942776,147,492,27
1943327,490,797,2
1943501,300,301,17
1943522,797,490,34
1943597,681,634,-1
1943651,420,495,154
1943776,394,788,67
1943780,91,90,233
1943879,634,681,0
1943964,415,644,8
1944016,681,634,-1
1944041,634,681,15
1945527,397,273,6
1945750,273,585,81
1945759,273,585,-1
1946690,554,638,11
1947278,652,677,87
1947280,474,639,0
1948152,420,495,65
1948283,652,677,-1
1948434,3,357,32
1948890,98,420,0
1948962,687,265,31
1949033,98,420,78
1949169,495,420,18
1949418,49,357,51
1951704,47,449,0
1951970,449,47,262
1952437,47,449,78
1952453,405,152,27
1952922,403,543,30
1953554,640,172,596
1953693,47,449,4
1954475,683,390,3
1954753,744,133,18
1954841,129,586,17
1955161,37,301,2
1955777,682,405,40
1955812,785,424,-1
1955974,424,785,37
1957211,19,595,30
1957841,688,405,0
1958299,300,301,9
1958326,289,578,2
1958361,578,289,1
1958369,578,289,2
1958380,289,578,0
1958405,578,289,1
1958416,289,578,2
1958463,578,289,413
1959307,335,278,2
1959643,335,278,1
1959719,278,335,18
1960099,480,210,0
1960175,90,91,34
1960265,210,480,0
1960357,480,210,50
1960709,13,12,0
1961765,688,405,38
1961885,12,13,4
1961904,13,12,0
1961914,13,12,0
1961925,13,12,52
1961941,91,90,11
1962086,569,465,30
1962487,703,474,0
1962503,423,644,20
1962679,474,703,66
1962999,144,560,0
1963040,560,144,55
1963085,37,301,38
1963326,321,322,723
1963949,548,531,-1
1964418,146,176,170
1965479,634,681,79
1965886,48,49,145
1966817,208,491,66
1967298,272,295,4
1967298,491,208,30
1967401,405,688,13
1967423,20,21,42
1967496,354,666,23
1967570,354,666,23
1967672,422,208,11
1967983,354,666,26
1968057,354,666,25
1969209,144,560,0
1969725,144,560,0
1970242,185,210,0
1970926,144,560,0
1971243,632,274,0
1971554,16,572,4
1973501,48,49,140
1973772,48,49,32
1974604,785,424,887
1976138,560,736,24
1976210,492,606,404
1977124,551,95,27
1977184,551,172,6
1977622,652,677,-1
1978070,677,652,83
1980854,652,677,16
1983827,358,521,1
1985213,37,36,42
1985428,37,36,42
1986112,37,36,0
2009885,584,379,16
2015400,628,116,39
2015456,682,383,4
2015467,682,383,3
2015615,383,682,51
2017998,37,69,1
2022451,297,374,8
2023486,69,37,21
2024566,85,106,0
2024590,85,106,2
2025083,321,322,18
2025391,85,106,0
2025614,427,325,36
2025857,736,560,23
2027083,578,289,109
2027115,444,402,0
2027255,464,220,72
2029090,490,682,0
2029895,91,90,174
2030197,449,47,4
2030358,47,449,93
2030390,628,116,-1
2030419,666,354,30
2030505,666,354,30
2030574,116,628,33
2030852,4,344,-1
2030880,4,344,13
2031203,637,702,38
2031564,37,301,0
2031972,48,49,47
2032013,263,221,17
2032081,812,179,0
2032272,812,179,0
2033062,466,173,0
2033183,628,116,-1
2033381,95,598,0
2033438,491,632,40
2033692,95,598,3
2033987,179,812,0
2034010,173,466,144
2034033,804,533,-1
2036054,474,639,0
2036611,344,4,99
2040142,96,780,2
2040571,428,206,9
2040722,376,114,22
2042859,474,639,179
2043277,85,446,4
2043582,244,12,49
2043753,244,766,8
2045162,90,91,101
2045575,85,446,567
2046409,648,243,864
2047649,466,173,11
2048232,557,419,58
2048303,557,419,58
2048309,91,90,62
2048495,521,358,-1
2049189,48,49,62
2049198,358,521,25
2049500,190,342,2
2049848,177,100,13
2050015,335,278,2
2050181,658,699,-1
2050220,321,322,19
2050403,278,335,10
2050406,278,335,-1
2050494,278,335,3
2050955,278,335,1
2051570,507,615,3
2052434,615,507,60
2053420,85,446,4
2053764,85,446,4
2054548,85,446,4
2054782,85,446,4
2056088,207,677,0
2056875,299,237,67
2057181,578,176,8
2057312,578,176,1
2058285,176,578,156
2058727,651,623,5
2059886,37,301,4
2060697,300,301,2
2062550,441,580,-1
2062758,580,441,95
2066463,623,651,1058
2067835,39,622,3
2067880,622,39,87
2068479,266,221,127
2073878,300,301,19
2074537,300,301,2
2074568,300,301,32
2100657,289,578,3
2105101,21,20,6
2106801,21,20,2
2106847,21,20,2
2107183,21,20,2
2107750,20,21,46
2108730,21,20,2
2108743,678,470,2
2108773,678,470,0
2108803,678,470,16
2109486,88,665,0
2109784,239,357,17
2112388,91,90,188
2113225,289,578,2
2113744,100,15,2
2114287,100,344,33
2114365,100,15,2
2114465,448,356,-1
2114490,356,448,124
2114520,448,356,2
2114522,133,744,106
2114559,356,448,123
2114643,133,69,0
2114668,69,133,-1
2115548,136,137,0
2116362,133,299,-1
2116390,299,133,33
2116764,176,578,48
2116989,485,415,66
2117213,446,106,150
2117260,557,419,3
2117280,19,595,135
2117290,557,419,1
2117316,557,8,19
2117972,289,578,1
2118119,585,273,2
2118386,374,297,29
2118403,569,465,28
2118451,382,218,28
2119465,21,20,17
2119844,289,578,2
2121495,444,801,0
2121632,21,20,0
2121765,21,20,0
2121857,21,20,0
2121893,21,20,0
2121904,20,21,53
2122495,356,185,0
2122515,356,210,0
2123837,106,672,38
2124288,21,20,33
2124420,96,780,17
2125194,20,21,11
2125312,21,20,14
2125705,20,21,5
2125940,535,614,20
2127546,266,424,85
2128298,480,210,0
2128315,278,335,3
2128324,278,335,60
2128326,210,480,45
2129148,47,449,31
2129607,4,221,0
2129625,4,221,49
2129744,278,335,73
2129815,4,743,12
2130793,321,322,0
2130986,300,301,2
2131069,300,301,75
2131649,278,31,-1
2131797,744,133,74
2132381,830,257,4
2132435,830,118,43
2133006,289,752,3
2133396,289,578,3
2133712,166,165,18
2134045,651,623,0
2134363,47,449,-1
2134415,47,449,13
2134429,446,85,226
2134593,90,91,60
2134607,267,269,2
2134673,446,85,678
2134934,91,90,171
2135080,561,631,-1
2135199,91,90,135
2135438,702,637,74
2136115,631,561,0
2136121,90,91,19
2137074,19,595,86
2137810,90,91,131
2138018,702,637,3
2138428,91,90,4
2138429,561,631,190
2138429,269,267,124
2138477,491,208,74
2138608,90,91,241
2139083,459,260,6
2139809,260,459,132
2139866,90,91,131
2142083,696,306,636
2142559,623,651,51
2144375,289,578,1
2145969,88,324,22
2147178,278,335,3
2148606,278,335,2
2149178,634,681,0
2149394,331,707,18
2149466,707,331,13
2151162,300,301,63
2154709,39,622,252
2155522,4,266,59
2162967,560,736,0
2171169,4,266,7
2171191,4,424,14
2171196,4,424,-1
2171396,424,4,110
2187410,682,330,0
2188722,531,250,27
2189181,121,288,-1
2189276,121,288,0
2194240,297,374,3
2196019,374,297,27
2196073,572,665,107
2197271,420,495,-1
2198129,22,668,-1
2198663,480,210,46
2198874,595,19,319
2199264,572,254,3
2199631,254,572,36
2199863,736,560,-1
2199922,356,210,0
2199988,356,210,0
2200048,356,210,0
2200128,356,210,0
2200162,356,185,4
2200175,668,22,0
2200214,356,210,0
2200223,356,185,0
2200233,495,420,208
2200809,560,736,19
2201091,537,472,5
2201920,170,843,0
2202239,645,235,37
2202445,492,479,5
2202728,586,774,11
2202754,736,207,-1
2202858,104,288,0
2202897,207,736,25
2203089,468,116,3
2203120,468,628,4
2203149,468,628,2
2203237,22,668,40
2203360,435,782,2
2203605,383,682,-1
2203899,481,93,-1
2204215,421,111,3
2204291,421,111,2
2204459,383,330,-1
2204504,111,421,114
2204586,116,468,27
2205004,441,580,0
2205028,441,283,0
2205152,330,383,32
2205338,383,330,-1
2205978,744,381,10
2208235,600,499,134
2208669,21,20,0
2208683,21,20,2
2208725,20,21,21
2209623,20,21,29
2212276,677,634,3
2212309,677,681,25
2212867,207,560,12
2213071,799,549,25
2213182,225,522,4
2213800,47,449,46
2214147,331,257,3
2214599,606,492,171
2215100,98,420,42
2215766,505,572,3
2215875,505,572,2
2216415,424,670,13
2216419,572,505,23
2216463,399,469,0
2216524,399,469,0
2216646,399,469,0
2216747,670,424,-1
2217488,49,48,340
2217534,47,449,67
2217704,650,136,11
2218375,48,49,24
2218560,595,19,60
2218760,38,261,5
2218919,419,557,0
2219110,225,337,166
2219466,47,449,-1
2220030,225,574,112
2220049,459,260,2
2220067,799,549,43
2220220,491,208,41
2220418,449,47,0
2220692,47,449,31
2221070,225,197,0
2221271,137,136,65
2221337,197,225,194
2221482,289,578,0
2221895,47,46,42
2221999,225,197,2
2222062,137,136,-1
2222204,402,444,11
2222216,136,137,17
2222274,197,225,66
2222850,289,578,30
2222943,569,465,39
2223412,640,172,96
2223462,208,491,92
2223659,632,491,21
2224044,137,136,18
2224083,136,137,0
2224083,137,136,1272
2224596,289,578,279
2224723,49,48,103
2224856,49,48,30
2225103,13,12,2
2225395,197,225,26
2225538,208,632,3
2225691,401,666,65
2225790,401,666,64
2226064,491,632,0
2226534,273,397,135
2226650,491,208,5
2227022,449,47,4
2227327,491,285,10
2227484,117,79,193
2227612,491,208,24
2228323,632,208,72
2228753,522,225,86
2229671,491,208,15
2231602,289,578,50
2233200,335,278,24
2234302,405,688,-1
2234328,688,405,255
2235269,136,137,5138
2236110,455,809,5
2236147,455,809,2
2236728,561,631,0
2236821,561,173,6
2237981,91,90,0
2238064,90,91,41
2239705,681,111,-1
2239727,111,681,58
2239811,681,111,-1
2239848,681,111,-1
2239869,111,681,51
2239943,681,111,-1
2240282,111,681,99
2240445,136,137,11
2240906,136,137,3022
2241087,623,651,110
2244800,137,136,43
2274417,297,374,0
2274442,98,420,0
2274623,499,63,41
2274737,374,297,36
2276047,623,651,5
2276112,623,651,7
2276142,405,688,-1
2276228,688,405,21
2276310,623,651,174
2277525,623,651,176
2279655,480,210,10
2282432,424,266,3
2282633,266,424,96
2282926,246,188,53
2283790,636,473,165
2284408,623,651,4
2284961,830,118,0
2286558,289,578,155
2288230,405,682,-1
2288627,289,578,3
2288828,578,289,1
2288990,289,578,65
2289114,628,116,7
2289288,578,289,194
2289393,682,405,0
2289647,472,537,0
2289881,269,543,0
2289999,419,557,0
2290046,651,623,-1
2290081,419,557,-1
2290287,390,683,283
2290595,681,634,-1
2290634,681,634,-1
2290689,623,651,4
2291178,697,202,14
2291318,606,492,32
2291360,282,455,1
2291763,561,173,-1
2291921,262,754,48
2292021,492,606,30
2292120,651,623,232
2293475,405,152,-1
2293577,405,152,53
2293660,297,374,11
2293896,173,561,117
2294659,152,405,7
2294778,678,470,111
2294783,268,280,27
2295102,682,383,101
2295155,49,3,164
2295202,736,207,25
2295327,382,218,-1
2295349,382,218,14
2295373,21,20,44
2295568,268,280,16
2295607,470,678,-1
2297051,218,382,98
2297068,49,48,-1
2298190,48,49,2
2298855,69,301,41
2298952,707,331,13
2298963,677,207,0
2299544,688,405,39
2300471,688,405,32
2300735,126,537,3
2300917,537,126,20
2300960,537,126,16
2301161,692,702,-1
2301237,702,692,28
2301280,692,702,3
2301368,702,692,28
2301738,49,48,172
2302408,297,441,2
2302861,485,179,0
2302861,48,49,3
2302997,221,373,47
2303037,207,677,24
2303613,48,49,2
2303672,49,48,32
2303873,378,476,-1
2304061,378,476,-1
2304190,485,179,0
2304247,784,547,53
2304538,578,289,5
2304538,220,374,0
2304560,736,207,-1
2304604,179,485,25
2304665,359,560,0
2304719,221,373,22
2304839,492,479,28
2304918,560,359,2
2304946,560,207,0
2304980,263,176,23
2305107,578,289,2
2305142,359,560,0
2305368,289,578,18
2305883,677,207,0
2306303,290,342,76
2306413,371,532,86
2306764,260,459,0
2306991,521,268,17
2307153,100,15,82
2307238,485,3,1
2307358,254,378,8
2307380,88,254,3
2307395,88,378,9
2307403,254,378,6
2307416,254,378,6
2307429,254,378,13
2307433,254,378,-1
2307491,254,378,0
2307495,254,378,0
2307499,254,378,0
2307553,254,378,6
2307854,254,378,6
2307899,254,88,3
2308102,88,254,2
2308125,3,485,20
2308501,534,360,4
2308600,100,15,14
2308645,360,534,3
2308648,534,360,6
2308678,360,534,59
2308779,354,666,11
2308849,254,378,2
2308886,254,378,3
2309161,623,651,0
2309189,88,378,0
2309207,651,623,150
2309279,88,476,-1
2309384,606,492,0
2309554,108,798,10
2309579,688,158,2
2309853,666,354,-1
2309894,158,688,86
2310200,278,335,3
2310258,378,88,26
2310479,15,344,-1
2310531,15,344,-1
2310638,378,254,3
2310858,623,651,266
2310953,666,354,-1
2311315,485,3,10
2311709,378,476,-1
2311741,378,476,-1
2311784,378,476,-1
2311874,378,476,-1
2311919,378,476,-1
2311978,378,88,123
2312215,378,88,18
2312327,378,476,-1
2312456,401,666,-1
2312572,401,666,-1
2312633,237,299,2
2312936,688,405,0
2313077,299,237,72
2313168,344,15,5
2313236,521,268,13
2313708,280,268,25
2313798,268,280,25
2313965,268,280,33
2314286,424,785,0
2314885,586,180,116
2315314,325,427,211
2315364,268,521,2
2315440,37,301,63
2315866,37,69,60
2315867,586,180,23
2315924,344,670,0
2315986,586,774,0
2315990,586,180,144
2316356,158,688,5
2316425,244,454,30
2316428,688,158,97
2317352,299,237,44
2317468,48,49,42
2317968,299,237,7
2318509,79,117,143
2318861,280,131,227
2318990,331,257,28
2319435,20,21,94
2319792,48,49,5
2319966,774,586,1
2320125,48,49,5
2320190,100,344,4
2320226,100,552,32
2320744,48,49,2
2320940,331,707,0
2320946,331,257,0
2320965,49,48,192
2321078,15,416,0
2321149,100,552,0
2321230,100,552,22
2321542,48,49,2
2321727,48,49,374
2322376,136,137,0
2322479,378,254,2
2322763,254,378,17
2323371,117,79,4
2323411,79,117,192
2323539,766,25,0
2323869,521,268,59
2324304,631,173,9
2324367,534,360,0
2326424,534,360,24
2327062,179,180,19
2328551,268,521,3
2329014,666,401,28
2329365,666,354,-1
2330288,401,666,108
2330869,102,364,5
2330926,364,102,120
2330989,354,666,0
2331260,774,586,-1
2331479,360,534,4
2333665,691,615,218
2339176,15,416,51
2341097,43,35,2
2357920,666,401,28
2359185,401,666,108
2364517,268,611,5
2364618,611,268,24
2365576,268,611,54
2366001,558,162,0
2367327,611,706,2
2368612,91,90,79
2368790,91,90,49
2369168,91,90,4
2369446,90,91,98
2370009,611,706,2
2370059,706,611,-1
2370188,706,611,-1
2370245,611,706,37
2370271,220,83,61
2371597,661,683,0
2371830,96,780,30
2372219,461,441,-1
2376133,578,289,1
2377583,225,574,444
2378319,121,288,82
2378417,121,288,82
2378590,21,20,0
2380395,96,470,73
2381068,176,578,71
2381426,600,374,53
2384408,49,48,296
2385199,49,48,812
2385789,665,572,2
2385863,572,665,176
2387422,637,253,55
2389664,491,632,21
2390482,634,681,34
2391219,21,20,3
2391243,21,20,32
2391369,21,20,14
2391870,21,20,4
2394075,267,268,196
2394139,694,598,2
2394293,694,598,1
2394482,499,698,8
2394513,598,694,45
2394602,499,698,1
2394687,698,499,68
2394709,598,694,42
2395440,466,173,6
2398013,90,91,81
2398287,799,549,62
2399948,90,91,7
2400379,225,197,18
2401861,354,666,791
2402522,798,108,99
2403061,798,108,54
2404931,569,465,2
2405011,569,465,1
2405393,569,465,2
2405535,569,465,1
2405643,569,465,1
2405805,569,465,1
2405918,569,465,1
2406036,569,465,1
2406265,465,569,42
2407040,706,401,47
2407608,706,401,64
2407913,202,697,12
2408498,169,401,157
2409335,169,401,7
2409348,169,401,286
2410196,401,169,-1
2410437,169,401,244
2410946,169,401,71
2411108,169,401,20
2412958,546,139,83
2413081,546,139,83
2414934,706,401,78
2415585,218,382,48
2416059,561,631,13
2416368,323,392,4
2416399,323,392,3
